ticker;;;;;;
AAPL;;;;;;
MSFT;;;;;;
GOOG;;;;;;
TSLA;;;;;;
UNH;;;;;;
JNJ;;;;;;
FB;;;;;;
NVDA;;;;;;
V;;;;;;
WMT;;;;;;
PG;;;;;;
JPM;;;;;;
XOM;;;;;;
MA;;;;;;
HD;;;;;;
CVX;;;;;;
BAC;;;;;;
KO;;;;;;
ABBV;;;;;;
PFE;;;;;;
LLY;;;;;;
COST;;;;;;
PEP;;;;;;
AVGO;;;;;;
MRK;;;;;;
DIS;;;;;;
CSCO;;;;;;
VZ;;;;;;
ABT;;;;;;
TMO;;;;;;
CMCSA;;;;;;
ORCL;;;;;;
ACN;;;;;;
NKE;;;;;;
ADBE;;;;;;
INTC;;;;;;
MCD;;;;;;
DHR;;;;;;
CRM;;;;;;
WFC;;;;;;
TMUS;;;;;;
UPS;;;;;;
BMY;;;;;;
PM;;;;;;
LIN;;;;;;
TXN;;;;;;
QCOM;;;;;;
UNP;;;;;;
RTX;;;;;;
MS;;;;;;
NEE;;;;;;
MDT;;;;;;
T;;;;;;
AMD;;;;;;
AXP;;;;;;
LOW;;;;;;
AMGN;;;;;;
CVS;;;;;;
SPGI;;;;;;
SCHW;;;;;;
BX;;;;;;
HON;;;;;;
IBM;;;;;;
ANTM;;;;;;
COP;;;;;;
LMT;;;;;;
DE;;;;;;
INTU;;;;;;
CAT;;;;;;
GS;;;;;;
TGT;;;;;;
MO;;;;;;
C;;;;;;
ABNB;;;;;;
BLK;;;;;;
ADP;;;;;;
PYPL;;;;;;
AMAT;;;;;;
SYK;;;;;;
EL;;;;;;
NOW;;;;;;
CHTR;;;;;;
BKNG;;;;;;
BA;;;;;;
CB;;;;;;
MDLZ;;;;;;
GE;;;;;;
DUK;;;;;;
SBUX;;;;;;
ISRG;;;;;;
MMC;;;;;;
NFLX;;;;;;
ZTS;;;;;;
MMM;;;;;;
CME;;;;;;
CI;;;;;;
ADI;;;;;;
BAM;;;;;;